,place_name,bedroom,area,kecamatan,city,final_price,date,final_mortage_monthly
0,termurah Ci Ditiro residence low zone,3.0,132.0,Menteng,Jakarta Pusat,5250000000.0,06/06/2023,37000000.0
2,Dijual murah dan cepat 2 bedroom kosong taman anggrek residences,2.0,50.0,Taman Anggrek,Jakarta Barat,1500000000.0,05/06/2023,10000000.0
5,"Dharmawangsa Residence, Tower 1, 4 Bedroom 350 Sqm, Best Price",4.0,350.0,Kebayoran Baru,Jakarta Selatan,17000000000.0,30/05/2023,121000000.0
9,Apartemen Taman Anggrek Residences Studio Furnish Sudah Sertifikat,1.0,26.0,Taman Anggrek,Jakarta Barat,750000000.0,05/06/2023,5000000.0
14,Apartement The Mansion Jasmine Tower Bellavista,3.0,119.0,Pademangan,Jakarta Utara,3200000000.0,30/05/2023,22000000.0
20,"Apartement Premium Di Jakarta Pusat Dengan Lokasi Yg Sangat Strategis Apartemen Holland Village Baru 3 Kamar Tidur , Best Price 3,6m Saja",3.0,175.0,Cempaka Putih,Jakarta Pusat,3650000000.0,02/06/2023,26000000.0
27,The Windsor Puri Indah 4br Tower Luxury Lantai Rendah 186m2,4.0,186.0,Puri Indah,Jakarta Barat,5000000000.0,23/05/2023,35000000.0
35,Apartemen Tokyo Riverside Pik 2 2 Kamar Tidur,2.0,57.0,Pantai Indah Kapuk,Jakarta Utara,850000000.0,23/05/2023,6000000.0
44,Dijual 1 bedroom furnish royal mediterania garden,1.0,36.0,Central Park,Jakarta Barat,875000000.0,16/05/2023,6000000.0
54,Premium Apartemen Siap Huni dilokasi terbaik di Jakarta Pusat,3.0,175.0,Cempaka Putih,Jakarta Pusat,3490000000.0,02/06/2023,25000000.0
65,Apartemen Bassura City 2BR Hoek,2.0,43.0,Cipinang Melayu,Jakarta Timur,850000000.0,05/06/2023,6000000.0
77,"Apartemen Murah FULL FURNISHED LOKASI STRATEGIS , Tipe 2 Bed, Area Kalideres Jakarta",2.0,44.0,Kalideres,Jakarta Barat,510000000.0,09/05/2023,3000000.0
90,Apartemen 2Bed siap huni,2.0,88.0,Pancoran,Jakarta Selatan,1700000000.0,08/05/2023,12000000.0
104,Murah Apartemen Bukit Golf Hill Terraces Pondok Indah hanya 4M,3.0,200.0,Pondok Indah,Jakarta Selatan,4000000000.0,10/05/2023,28000000.0
119,Apartement The Pakubuwono Spring 2 Br Furnished NEGOTIABLE!,2.0,170.0,Pakubuwono,Jakarta Selatan,7500000000.0,06/06/2023,53000000.0
135,The Newton 1 Ciputra world kosong,1.0,42.0,Setiabudi,Jakarta Selatan,1800000000.0,08/05/2023,12000000.0
152,Luxury Apartment with City View at Casagrande Residences,1.0,54.0,Cassablanca,Jakarta Selatan,1400000000.0,11/05/2023,10000000.0
170,lavenue 1kamar fully furnish bisa lgsg pakai,1.0,60.0,Pancoran,Jakarta Selatan,1550000000.0,08/05/2023,11000000.0
189,DIJUAL CEPAT APARTMENT MINIMALIS FULLY FURNISHED BAGUS TYPE 2 BED LOKASI DIPUSAT KOTA KEMAYORAN DEKAT PINTU TOL ANCOL,2.0,58.0,Kemayoran,Jakarta Pusat,950000000.0,31/05/2023,6000000.0
210,Apartemen Luas di Izzara Cilandak Jakarta Selatan,3.0,176.0,Cilandak,Jakarta Selatan,6000000000.0,17/05/2023,42000000.0
212,"Apartement Lelang Bri, Setia Budi, Jakarta Selatan",2.0,189.0,Setiabudi,Jakarta Selatan,3000000000.0,30/05/2023,21000000.0
215,"Di cepat, studio tower G, lt 3 furnished",1.0,23.0,Cengkareng,Jakarta Barat,190000000.0,12/05/2023,1000000.0
219,"Apartement Lelang Bri, Kebayoran Baru, Jakarta Selatan",2.0,82.0,Kebayoran Baru,Jakarta Selatan,1600000000.0,31/05/2023,11000000.0
224,APARTEMEN HOLLAND VILLAGE JAKARTA PUSAT,3.0,175.0,Cempaka Putih,Jakarta Pusat,3150000000.0,02/06/2023,22000000.0
230,APARTEMENT KEMANG VILLAGE ~ LUAS 450 M2 ~ TYPE PENTHOUSE ~ TOWER BLOOMINGTON ~ BEST PRICE!,4.0,450.0,Kemang,Jakarta Selatan,14000000000.0,25/05/2023,100000000.0
237,JUAL MURAH Lexington Residence 2BR Private Lift City View,2.0,88.0,Pondok Indah,Jakarta Selatan,2100000000.0,24/05/2023,15000000.0
245,"Presidential Tower lantai 50an TERMURAH (158sqm, 3 kamar) St Moritz Puri indah, Jakarta Barat",3.0,158.0,Puri Indah,Jakarta Barat,3600000000.0,08/05/2023,25000000.0
254,Dijual Termurah Apartemen Belmont Residence 2 Bedroom Full Furnish Hoek,2.0,41.0,Meruya,Jakarta Barat,580000000.0,27/05/2023,4000000.0
264,Termurah Apartemen Belmont Residence Studio Full Furnish Hoek,1.0,21.0,Meruya,Jakarta Barat,270000000.0,22/05/2023,1000000.0
275,Green Bay Pluit Kondominium 1 Bedroom,1.0,44.0,Pluit,Jakarta Utara,650000000.0,31/05/2023,4000000.0
287,Apartemen Lexington Residences 3br Jakarta Selatan Bagus,3.0,123.0,Pondok Indah,Jakarta Selatan,3000000000.0,25/05/2023,21000000.0
300,TERMURAH APARTEMEN KEMANG MANSION TIPE STUDIO ATAU 1BR,1.0,60.0,Kemang,Jakarta Selatan,1350000000.0,30/05/2023,9000000.0
314,Nice Apartement Residence Lantai Tengah View City 2 BR Full Furnished Bagus Nego Sampai Jadi,2.0,64.0,Kuningan,Jakarta Selatan,2220000000.0,21/05/2023,15000000.0
329,Apartement Puri Orchard 1 BR Bagus,1.0,36.0,Cengkareng,Jakarta Barat,500000000.0,15/05/2023,3000000.0
345,APARTEMEN SENAYAN CITY 3BR SIZE 207SQM,3.0,207.0,Senayan,Jakarta Pusat,6300000000.0,17/05/2023,45000000.0
362,APARTEMEN CASA GRANDE 2BR SIZE 80 SQM,2.0,80.0,Cassablanca,Jakarta Selatan,2100000000.0,05/06/2023,15000000.0
380,Apartment 3BR+1 Premium Superblok di Jakarta Pusat,3.0,122.0,Cempaka Putih,Jakarta Pusat,2280000000.0,02/06/2023,16000000.0
399,Apartemen The Windsor at Puri Indah. Private Lift. Furnish.,3.0,186.0,Puri Indah,Jakarta Barat,5300000000.0,31/05/2023,37000000.0
419,Jual Rugi Apartemen Puri Park Residence 3 Bedroom Puri Indah Murah Mewah Jakarta Barat Tidak Banjir 145m2,3.0,145.0,Puri Indah,Jakarta Barat,2800000000.0,16/05/2023,20000000.0
420,Apartement Bellagio Residence 3 BR / Fully Furnished,3.0,207.0,Mega Kuningan,Jakarta Selatan,4200000000.0,11/05/2023,30000000.0
422,Apartemen Murah Jakarta Selatan Nifarro Pasar Minggu Siap Huni,2.0,51.0,Pasar Minggu,Jakarta Selatan,975000000.0,31/05/2023,6000000.0
425,Harga Murah Dibawah Pasar Apartemen 57 Promenade Thamrin,3.0,182.0,Thamrin,Jakarta Pusat,10000000000.0,05/06/2023,71000000.0
429,"Apartemen Full Furnished di Belleza Permata Hijau, Jakarta Selatan",3.0,140.0,Permata Hijau,Jakarta Selatan,2900000000.0,26/05/2023,20000000.0
434,"Apartement Strategis Dekat Akses Tol di Ulujami Raya, Pesanggrahan, Jakarta Selatan",1.0,24.0,Pesanggrahan,Jakarta Selatan,650000000.0,25/05/2023,4000000.0
440,Apartement Mitra Oasis Senen Raya Jakarta Pusat,3.0,97.0,Senen,Jakarta Pusat,1300000000.0,02/06/2023,9000000.0
447,Apartemen Casa Grande Residence Phase 2 2+1br Jakarta Selatan,2.0,88.0,Cassablanca,Jakarta Selatan,3300000000.0,25/05/2023,23000000.0
464,apartemen Studio full furnish dekat mall & stasiun,2.0,36.0,Sudirman,Jakarta Selatan,315000000.0,29/05/2023,2000000.0
474,Dijual Termurah Apartemen Gold Coast Full Furnish,1.0,29.0,Pantai Indah Kapuk,Jakarta Utara,850000000.0,19/05/2023,6000000.0
485,Dijual Termurah Apartemen Kedoya Elok 2 Br Full Furnish,2.0,115.0,Kedoya Selatan,Jakarta Barat,2000000000.0,04/06/2023,14000000.0
497,Apartement Pesona Bahari 2 BR Bagus,2.0,101.0,Sawah Besar,Jakarta Pusat,1800000000.0,12/05/2023,12000000.0
510,Dijual Termurah Apartemen Belmont Residence 2 Br Full Furnish,2.0,41.0,Meruya,Jakarta Barat,510000000.0,11/05/2023,3000000.0
524,Dijual Termurah Apartemen Belmont Residence 1 Br Full Furnish,1.0,32.0,Meruya,Jakarta Barat,360000000.0,05/06/2023,2000000.0
539,Jual Turun Harga Murah Apt Mewah Menara Kondominium Kelapa Gading,3.0,143.0,Kelapa Gading,Jakarta Utara,1600000000.0,05/06/2023,11000000.0
555,Apartement The Elements 3br Baru Di Kuningan Jakarta Selatan,3.0,186.0,Setiabudi,Jakarta Selatan,7000000000.0,12/05/2023,50000000.0
572,The Elements Apartemen 3 BR Baru Di Kuningan Jakarta Selatan,3.0,140.0,Setiabudi,Jakarta Selatan,6000000000.0,12/05/2023,42000000.0
590,"Apartemen St Moritz 2 BR Termurahh, Unit Terdepan ",2.0,96.0,Kembangan,Jakarta Barat,2100000000.0,24/05/2023,15000000.0
609,Apartmen Puri Orchard Cengkareng Jakarta Barat,1.0,26.0,Cengkareng,Jakarta Barat,480000000.0,23/05/2023,3000000.0
629,Dijual Cepat Murah Apartment St.moritz di Cbd Jakarta Barat,3.0,158.0,Puri Indah,Jakarta Barat,3600000000.0,15/05/2023,25000000.0
630,APARTEMENT KEBAYORAN BARU ~ LUAS 325 M2 ~ LUXURIOUS APARTMENT ~ PRIME AREA,3.0,325.0,Kebayoran Baru,Jakarta Selatan,23000000000.0,25/05/2023,164000000.0
632,APARTEMENT KEBAYORAN BARU ~ LUAS 131 M2 ~ LUXURIOUS APARTMENT ~ PRIME AREA,2.0,131.0,Kebayoran Baru,Jakarta Selatan,8700000000.0,25/05/2023,62000000.0
635,"Apartemen Private lift, harga masih terjangkau. Lokasi strategis.",3.0,131.0,Cempaka Putih,Jakarta Pusat,2480000000.0,02/06/2023,17000000.0
639,Apartemen Pantai Mutiara 3 Kamar Tidur Furnished,3.0,150.0,Pantai Mutiara,Jakarta Utara,3000000000.0,20/05/2023,21000000.0
644,APARTEMEN CIPUTRA WORLD 2 JAKARTA 2 BR+1 BUTUH CEPAT,2.0,104.0,Kuningan,Jakarta Selatan,3400000000.0,12/05/2023,24000000.0
650,Apartement 1 BR di Puri Mansion Jakarta Barat,1.0,37.0,Cengkareng,Jakarta Barat,650000000.0,31/05/2023,4000000.0
657,Apartement 2 BR Puri Park View Kembangan Jakarta Barat,2.0,36.0,Kembangan,Jakarta Barat,480000000.0,25/05/2023,3000000.0
665,DIJUAL CEPAT APARTEMEN CASA GRANDE MIRAGE (BU) ,3.0,105.0,Cassablanca,Jakarta Selatan,2600000000.0,18/05/2023,18000000.0
674,2BR + Study room Apartemen The Lavande Residences,2.0,56.0,Tebet,Jakarta Selatan,1200000000.0,12/05/2023,8000000.0
684,Axel Termurah Seplanet Apartemen Regatta 2br+1 ,2.0,130.0,Pantai Mutiara,Jakarta Utara,3200000000.0,03/06/2023,22000000.0
695,Apartemen di Puri Orchard Rawa Buaya Jakarta Barat,2.0,50.0,Rawa Buaya,Jakarta Barat,900000000.0,22/05/2023,6000000.0
707,"Apartmen Sultan Lokasi Strategis, Harga Sangat Sangat Terjangkau?",2.0,91.0,Cempaka Putih,Jakarta Pusat,1850000000.0,02/06/2023,13000000.0
749,Casa Grande Residence Phase 1 1br 64sqm,1.0,64.0,Cassablanca,Jakarta Selatan,1500000000.0,18/12/2022,10000000.0
765,Dijual Termurah Apartemen Verde 3 Bed Luas 170 Sqm Full Furnished,3.0,170.0,Kuningan,Jakarta Selatan,5500000000.0,27/12/2022,39000000.0
782,Dijual Unit Luas Dan Mewah di Resort Style Residence Four Seasons,3.0,200.0,Setiabudi,Jakarta Selatan,9000000000.0,09/05/2023,64000000.0
800,"Apartemen Regatta Luas 206m, 3 Kamar Tidur, Termurah",3.0,206.0,Pantai Mutiara,Jakarta Utara,4800000000.0,31/05/2023,34000000.0
819,"Apartemen Regatta Luas 243m, 3BR, Private lift, Sea view",3.0,243.0,Pantai Mutiara,Jakarta Utara,6850000000.0,05/06/2023,49000000.0
839,"Di Cepat Apartemen Green Parkview 2 Kamar Standart Uk,33,75",2.0,33.0,Daan Mogot,Jakarta Barat,220000000.0,11/05/2023,1000000.0
840, Apartemen Mediterania Garden Residence 1 (Tanjung Duren) Murah,2.0,42.0,Tanjung Duren,Jakarta Barat,690000000.0,13/05/2023,4000000.0
842,APARTMENT SPRINGHILL DI KEMAYORAN JAKARTA PUSAT,4.0,192.0,Kemayoran,Jakarta Pusat,2800000000.0,10/05/2023,20000000.0
845,Murah Apartemen Four Winds Of Senayan Permata Hijau Kondisi Ready,1.0,65.0,Permata Hijau,Jakarta Selatan,2600000000.0,31/05/2023,18000000.0
849,Apartemen Belleza Permata Hijau Full Furnish Lantai Tinggi,1.0,63.0,Permata Hijau,Jakarta Selatan,1550000000.0,31/05/2023,11000000.0
854,Apartement 2 BR Menara Jakarta,2.0,49.0,Kemayoran,Jakarta Pusat,1400000000.0,31/05/2023,10000000.0
860,Jual Rugi 1 Bed Apartemen Taman Anggrek Residence Full Furnished ,1.0,38.0,Tanjung Duren,Jakarta Barat,1150000000.0,23/05/2023,8000000.0
867,Apartement 2 BR di Tambora Jakarta Barat,2.0,42.0,Tambora,Jakarta Barat,700000000.0,20/05/2023,5000000.0
875,"Murah, Apartemen studio Mediterania Marina Residence Ancol Jakarta Utara",1.0,27.0,Ancol,Jakarta Utara,250000000.0,19/05/2023,1000000.0
884,Apartement Bagus 2 BR di The Royale Springhill,2.0,100.0,Pademangan,Jakarta Utara,2300000000.0,11/05/2023,16000000.0
894,Apartement Casablanca Mansion 2 BR,2.0,42.0,Tebet,Jakarta Selatan,1050000000.0,10/05/2023,7000000.0
917,Dijual Apartmen Pik 2 Tokyo Riverside 2br Ukuran 38m2 Property Murah,2.0,38.0,Pantai Indah Kapuk,Jakarta Utara,490000000.0,16/05/2023,3000000.0
930,"SUPER MURAH Apartemen Siap Huni Maple Park, Bagus",2.0,73.0,Sunter,Jakarta Utara,900000000.0,26/05/2023,6000000.0
944,Apartement Pavilion 4 BR Semi Furnished Bagus,4.0,219.0,Sudirman,Jakarta Selatan,7000000000.0,27/05/2023,50000000.0
959,Embarcadero Bintaro Suites Embarcadero Bintaro Suites.*,1.0,32.0,Bintaro,Jakarta Selatan,535000000.0,02/06/2023,3000000.0
975,"Super Penthouse SP06 (91sqm, 2 kamar) New Royal Tower MURAH St Moritz, Puri Indah Jakarta Barat",2.0,91.0,Puri Indah,Jakarta Barat,2850000000.0,07/05/2023,20000000.0
992,Jual Harga Bu Apartemen Ancol Mansion Jakarta Utara 1br Fully Furnished,1.0,57.0,Ancol,Jakarta Utara,800000000.0,05/06/2023,5000000.0
1010,Apartemen Taman Anggrek Residence Jakarta Barat Studio Fully Furnished,1.0,26.0,Taman Anggrek,Jakarta Barat,1000000000.0,05/06/2023,7000000.0
1029,Apartemen Taman Anggrek Residence 2 BR Fully Furnished Bagus,2.0,50.0,Taman Anggrek,Jakarta Barat,1650000000.0,05/06/2023,11000000.0
1049,"Unit Secondary Super Penthouse Kemang Village, Integrated Development Terlengkap di Jakarta Selatan.",4.0,386.0,Kemang,Jakarta Selatan,14000000000.0,30/05/2023,100000000.0
1050,Apartement penthouse 2 lantai Gandaria Jakarta selatan,4.0,215.0,Kebayoran Baru,Jakarta Selatan,4490000000.0,05/06/2023,32000000.0
1052,Apartemen Tokyo Riverside PIK 2 Lowzone view garden cakep 250jt,1.0,21.0,Pantai Indah Kapuk,Jakarta Utara,250000000.0,30/05/2023,1000000.0
1055,Apartemen Casablanca Mansion Tebet Tipe 3 Kamar.,3.0,66.0,Tebet,Jakarta Selatan,1270000000.0,30/05/2023,9000000.0
1059,Dijual Apartemen South Hill Bagus Furnished,2.0,87.0,Kuningan,Jakarta Selatan,3500000000.0,02/06/2023,25000000.0
1064,Apartemen Green Bay Pluit Jakarta Utara 2br Fully Furnished,2.0,35.0,Pluit,Jakarta Utara,330000000.0,29/05/2023,2000000.0
1070,"Kondominium Taman Anggrek, 88M2, 2 Bedrooms, Unit Sudut Lbh Luas 2M an",2.0,88.0,Tanjung Duren Selatan,Jakarta Barat,1900000000.0,29/05/2023,13000000.0
1077,Murah Apartemen Kemang Village Tipe Studio Fully Furnished,1.0,43.0,Kemang,Jakarta Selatan,1300000000.0,29/05/2023,9000000.0
1085,Studio Apartment Furnished Metropark Residence,1.0,27.0,Kedoya Selatan,Jakarta Barat,625000000.0,23/05/2023,4000000.0
1094,"3 Kamar, Fully Furnished, Renov, Bagus, Terawat, Bersih Apartment Taman Anggrek Residence (Sertifikat)",3.0,65.0,Tanjung Duren,Jakarta Barat,2000000000.0,22/05/2023,14000000.0
1104,"1 Kamar Renov, Bagus, Bersih, FF Apartment Taman Anggrek Residence",1.0,38.0,Tanjung Duren,Jakarta Barat,1300000000.0,22/05/2023,9000000.0
1115,Apartement 1 BR Cosmo Terraces Bagus Furnished,1.0,40.0,Kebon Kacang,Jakarta Pusat,1000000000.0,22/05/2023,7000000.0
1127,Murah Apartemen Senayan Residences 2 Kamar Tidur Bagus Furnished,2.0,95.0,Patal Senayan,Jakarta Selatan,2850000000.0,23/05/2023,20000000.0
1140,"Combine Pakubuwono Spring 4 Bdr , City View, Unfurnished",4.0,340.0,Pakubuwono,Jakarta Selatan,16600000000.000002,17/05/2023,118000000.0
1154,"Unit Bagus , Lantai Tinggi , View Scbd, Apartement Pakubuwono Signature",4.0,385.0,Pakubuwono,Jakarta Selatan,25000000000.0,17/05/2023,179000000.0
1169,Apartemen Mewah Murah Furnish Lt 23 The Kensington Kelapa Gading,2.0,63.0,Kelapa Gading,Jakarta Utara,2049999999.9999998,29/05/2023,14000000.0
1185,"Kondominium Taman Anggrek, 88m2, 2+1 Bedrooms",2.0,88.0,Tanjung Duren Selatan,Jakarta Barat,1600000000.0,08/05/2023,11000000.0
1202,"Dijamin Paling Murah 3 BR 177m2 Private Lift Fully Furnished di 1park Avenue Gandaria, Apartment",3.0,177.0,Gandaria,Jakarta Selatan,6200000000.0,12/05/2023,44000000.0
1220,Dijual Apart St. Moritz - Royal Suite 82M2 Full Renov Marmer dan batu alam Rapih 2.2M Nego ,2.0,82.0,Puri Indah,Jakarta Barat,2200000000.0,25/05/2023,15000000.0
1239,Apartemen Season City Tower A di Jakarta Barat Siap Huni Nego,1.0,24.0,Jembatan Besi,Jakarta Barat,400000000.0,26/05/2023,2000000.0
1259,Apartemen Murah 2 BR Full Furnish Lepas Cepat Patria Park Cawang,2.0,82.0,Cawang,Jakarta Timur,1350000000.0,29/05/2023,9000000.0
1260,"Apartment Paling Tenang di Kuningan, Harga Paling Murah 3 BR 155m2 Tower Residence Ciputra World 2, Apartment",3.0,155.0,Kuningan,Jakarta Selatan,5500000000.0,12/05/2023,39000000.0
1262,"Kondo Taman Anggrek, 88M2, 2+1 Kamar Tidur",2.0,88.0,Tanjung Duren Selatan,Jakarta Barat,1450000000.0,29/05/2023,10000000.0
1265,Ciputra World 2 The Residence 3bed Very Eksklusif Unit,3.0,150.0,Prof. Dr. Satrio,Jakarta Selatan,5500000000.0,02/06/2023,39000000.0
1269,Dijamin Paling Murah 3 BR 182m2 Full Furnished City View di Apartment Paling Tenang Somerset Berlian Permata Hijau,3.0,182.0,Permata Hijau,Jakarta Selatan,4300000000.0,12/05/2023,30000000.0
1274,Apartemen Murah The Summit Kelapa Gading Jakarta,2.0,120.0,Kelapa Gading,Jakarta Utara,2500000000.0,30/05/2023,17000000.0
1280,Apartemen 1br Ancol Mansion Full Furnished Cocok Airbnb,1.0,66.0,Pademangan,Jakarta Utara,1200000000.0,31/05/2023,8000000.0
1287,"Siap Huni 3BR The Elements, Full Furnish, Murah The Elements",3.0,141.0,Setiabudi,Jakarta Selatan,5800000000.0,29/05/2023,41000000.0
1295,Apartemen Senayan,20.0,129.0,Senayan,Jakarta Pusat,950000000.0,23/05/2023,6000000.0
1304,APARTEMEN SIMPRUG INDAH JAKARTA SELATAN,3.0,96.0,Permata Hijau,Jakarta Selatan,2000000000.0,22/05/2023,14000000.0
1314,Dijual Apartemen Puri Orchard 2br Tower Orange Grove 50m2,2.0,50.0,Puri Indah,Jakarta Barat,725000000.0,24/05/2023,5000000.0
1325,Apartemen West Mark 2 Kamar Tidur Furnished Bagus,2.0,50.0,S Parman,Jakarta Barat,1500000000.0,26/05/2023,10000000.0
1337,Apartemen Pakubuwono Residences 2 Kamar Tidur Furnished Bagus,2.0,186.0,Pakubuwono,Jakarta Selatan,8500000000.0,26/05/2023,60000000.0
1350,Apartemen Pakubuwono Menteng Lantai Rendah,3.0,260.0,Menteng,Jakarta Pusat,18000000000.0,08/05/2023,128000000.0
1364,Pakubuwono View 2 bdr High Floor,2.0,153.0,Pakubuwono,Jakarta Selatan,4600000000.0,16/05/2023,32000000.0
1379,Di Jual Apartmen Citypark 2Bed Semi Furnish,2.0,36.0,Cengkareng,Jakarta Barat,175000000.0,31/05/2023,1000000.0
1395,Lourdes Hoek 2balkon,3.0,118.0,Kelapa Gading,Jakarta Utara,1900000000.0,15/05/2023,13000000.0
1412,"Kondominium Taman Anggrek, Brand New, 88M2, 2 Bedrooms",2.0,88.0,Tanjung Duren Selatan,Jakarta Barat,1950000000.0,02/06/2023,13000000.0
1430,"Harga Dibawah Njop Apartemen Sudirman Residence, 236 M2, 2+1 Br, Furnished",2.0,236.0,Sudirman,Jakarta Selatan,10500000000.0,02/06/2023,75000000.0
1449," Dijual / Disewa Apartemen Mansion kemayoran, Furnish, siap huni",2.0,74.0,Kemayoran,Jakarta Pusat,1100000000.0,09/05/2023,7000000.0
1469,"Apart.TA- KT 3+1, 146 m2, special floor",3.0,146.0,Taman Anggrek,Jakarta Barat,2450000000.0,01/06/2023,17000000.0
1470,Apt Veranda Puri Indah 2+1 bedroom fully furnished best view,2.0,95.0,Pesanggrahan,Jakarta Barat,2400000000.0,26/05/2023,17000000.0
1472,"Dijual Apartment Casablanca 3BR Furnished, Good Condition.",3.0,170.0,Tebet,Jakarta Selatan,4000000000.0,25/05/2023,28000000.0
1475,3 Kamar City Resort Renov Furnished Huk View City Best,3.0,60.0,Cengkareng,Jakarta Barat,690000000.0,23/05/2023,4000000.0
1479, DIJUAL Apartement Royale Springhill Kemayoran 1 BR Hot Deal,1.0,73.0,Kemayoran,Jakarta Pusat,1400000000.0,20/05/2023,10000000.0
1484,HARUS TERJUAL Apartemen Springhill Terrace Kemayoran 2 BR paling murah,2.0,61.0,Kemayoran,Jakarta Pusat,880000000.0,20/05/2023,6000000.0
1490,Apartemen Taman Anggrek Residences 1 Kamar Tidur Furnished Bagus,1.0,26.0,Taman Anggrek,Jakarta Barat,800000000.0,05/06/2023,5000000.0
1497,"Kondominium Taman Anggrek, 88m2, Brand New, 2 Bedrooms",2.0,88.0,Tanjung Duren Selatan,Jakarta Barat,2000000000.0,02/06/2023,14000000.0
1505,Apartemen Mediterania Garden Residence 2 (Tanjung Duren) 2 Kamar Tidur Bagus Furnished,2.0,42.0,Tanjung Duren,Jakarta Barat,875000000.0,01/06/2023,6000000.0
1514,Dijual Apartemen My Home Ciputra World 1 Bagus Furnished 2 Kamar Tidur,2.0,182.0,Prof. Dr. Satrio,Jakarta Selatan,7500000000.0,02/06/2023,53000000.0
1524,FOR SALE AREA KEMANG ,3.0,132.0,Kemang,Jakarta Selatan,3500000000.0,05/06/2023,25000000.0
1535,Apartemen Green Bay Pluit Jakarta Utara Studio Fully Furnished,1.0,21.0,Pluit,Jakarta Utara,250000000.0,29/05/2023,1000000.0
1547,"Kondo Taman Anggrek-146m,KT 3+1,hommy and sudah direno. Apartemen Taman Anggrek 3 Kamar Tidur Bagus Semi Furnished",3.0,146.0,Taman Anggrek,Jakarta Barat,2750000000.0,29/05/2023,19000000.0
1560,"Condominium Taman Anggrek Jakarta Barat 2br Fully Furnished, Nice Condition",2.0,88.0,Taman Anggrek,Jakarta Barat,2150000000.0,28/05/2023,15000000.0
1574,Jual Apartment Greenlake Sunter Southern Lake 2br Furnished,2.0,43.0,Sunter,Jakarta Utara,570000000.0,23/05/2023,4000000.0
1589,Apartemen Menteng Eksekutif,3.0,132.0,Menteng,Jakarta Pusat,3750000000.0,22/05/2023,26000000.0
1605,Apartemen Taman Anggrek Residences 2 Kamar Tidur Furnished Bagus,2.0,44.0,Taman Anggrek,Jakarta Barat,1500000000.0,22/05/2023,10000000.0
1622,Murah Apartemen Senayan Residences 3BR 165m View Pool,3.0,165.0,Patal Senayan,Jakarta Selatan,5500000000.0,22/05/2023,39000000.0
1640,Hot Deal Apartment Favorite Aerium Pet Friendly 3BR,3.0,165.0,Kembangan,Jakarta Barat,5990000000.0,16/05/2023,42000000.0
1659,Premier series by Oak tower kelapa gading,2.0,42.0,Kelapa Gading,Jakarta Utara,842000000.0,24/05/2023,6000000.0
1679,Apartemen Taman Anggrek Residence 2 BR Furnished,2.0,50.0,Taman Anggrek,Jakarta Barat,1350000000.0,08/05/2023,9000000.0
1680,Dijual Apartemen Taman Anggrek Residence 2 BR Unfurnished Baru,2.0,44.0,Taman Anggrek,Jakarta Barat,1320000000.0,08/05/2023,9000000.0
1682,"Bagus Banget, Nyaman, FF 3Kamar Kondominium Taman Anggrek",3.0,146.0,Tanjung Duren,Jakarta Barat,3200000000.0,08/05/2023,22000000.0
1685,Apartmen Pantai Mutiara,3.0,108.0,Pantai Mutiara,Jakarta Utara,2700000000.0,15/05/2023,19000000.0
1689,"DIJUAL APARTMENT CBD EMPORIUM. Harga Dibawah pasaran.. Apartemen 3 Kamar Tidur, Bagus",3.0,69.0,Pluit,Jakarta Utara,1700000000.0,08/05/2023,12000000.0
1694,"Apartemen Wisma Gading Permai ,semi Furnished ,Murah di Kelapa Gading",2.0,42.0,Kelapa Gading,Jakarta Utara,400000000.0,17/05/2023,2000000.0
1700,"Kondo TA, 88m,KT 2+1,sangat bagus,ready untuk ditinggalin/kan. Apartemen Taman Anggrek 2 Kamar Tidur Bagus Furnished",2.0,88.0,Taman Anggrek,Jakarta Barat,1600000000.0,01/06/2023,11000000.0
1707,Apartemen The Mansion Bellavista Jasmin Tower Kemayoran,1.0,49.0,Kemayoran,Jakarta Pusat,900000000.0,22/05/2023,6000000.0
1715,"Kondo Taman Anggrek-88m,KT2+1,nyaman dan adem Apartemen Taman Anggrek 2 Kamar Tidur Bagus Furnished",2.0,88.0,Taman Anggrek,Jakarta Barat,1500000000.0,01/06/2023,10000000.0
1724,"Kondo Taman Anggrek-88m,KT2+1,standard,hommy,lantai rendah. Apartemen Taman Anggrek 2 Kamar Tidur Bagus Semi Furnished",2.0,88.0,Taman Anggrek,Jakarta Barat,1370000000.0,01/06/2023,9000000.0
1734,"Sale Raffles Private Residence, Kuningan, 4 + 1 Bedroom, Spacious Unit, Luxury, Semi Furnished, Best Price ",4.0,475.0,Kuningan,Jakarta Selatan,23000000000.0,12/05/2023,164000000.0
1745,Apartement Sudirman Park 2 BR,2.0,47.0,Sudirman,Jakarta Selatan,880000000.0,23/05/2023,6000000.0
1757,"ApartemenSeason city Lt 8Tower CLuas 55,75 m3 kamar 2 kamar mandiLantai rendahNon ACHarga 880 jtNego",3.0,56.0,Jembatan Besi,Jakarta Barat,880000000.0,22/05/2023,6000000.0
1770,And Cosmo Mansion Apartement Type 3 Bed Room,3.0,103.0,Thamrin,Jakarta Pusat,2000000000.0,23/05/2023,14000000.0
1784,"Kondo TA, 88m,KT 2+1,renov,timur dan best view. Apartemen Taman Anggrek 2 Kamar Tidur Bagus Furnished",2.0,88.0,Taman Anggrek,Jakarta Barat,1650000000.0,01/06/2023,11000000.0
